,Unnamed: 0.1,Unnamed: 0,Levy,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
1202,2432,2432,765.0,24,2015,1,0,1,5,2,4.0,1,2,0,0,0,4,45633
1203,13235,13235,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,2,4,45542
1204,10428,10428,1017.0,11,2017,1,0,1,5,3,4.0,1,2,0,0,1,4,45542
1205,11249,11249,891.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,45542
1206,10882,10882,639.0,11,2014,1,0,1,5,2,4.0,1,2,0,0,2,4,45542
1207,12446,12446,930.0,11,2018,1,0,1,5,2,4.0,1,2,0,0,0,4,45542
1208,2295,2295,906.8381278879118,1,2008,7,1,1,2,3,4.0,0,1,0,0,2,2,45473
1209,11532,11532,1249.0,7,2017,1,0,0,5,1,4.0,1,0,0,0,8,12,45473
1210,14259,14259,1588.0,7,2007,1,1,1,2,3,4.0,2,0,0,0,2,6,45473
1211,14132,14132,906.8381278879118,4,2009,1,0,0,5,3,6.0,0,0,0,0,4,10,45473
1212,18626,18626,906.8381278879118,23,2003,1,0,0,4,2,8.0,1,0,0,0,0,10,45473
1213,12244,12244,919.0,1,2012,1,0,1,2,3,6.0,1,0,0,0,3,10,45473
1214,7127,7127,639.0,4,2014,3,0,0,2,2,4.0,0,1,2,0,0,10,45473
1215,5467,5467,906.8381278879118,11,2017,1,1,0,2,1,4.0,0,0,0,0,0,10,45473
1216,2991,2991,906.8381278879118,4,2006,3,0,0,0,2,10.0,2,1,0,0,4,10,45473
1217,6378,6378,1091.0,7,2016,1,1,0,5,2,4.0,1,0,0,0,0,12,45473
1218,11475,11475,770.0,11,2016,1,0,1,2,1,4.0,0,2,0,0,2,12,45473
1219,13432,13432,906.8381278879118,7,2018,3,0,2,5,0,4.0,1,2,0,0,1,12,45473
1220,10341,10341,906.8381278879118,13,2017,4,1,0,5,2,4.0,2,0,0,0,1,12,45473
1221,4291,4291,1058.0,7,2012,1,1,2,0,2,6.0,1,0,0,0,1,10,45473
1222,10325,10325,906.8381278879118,1,2014,5,0,1,5,3,6.0,1,2,0,0,11,12,45473
1223,716,716,906.8381278879118,7,2008,1,1,0,0,3,5.0,1,0,0,0,0,4,45473
1224,1043,1043,906.8381278879118,11,2018,1,1,0,5,0,4.0,0,2,0,0,1,8,45473
1225,5084,5084,906.8381278879118,7,2011,1,0,0,0,3,6.0,0,0,0,0,3,10,45473
1226,1056,1056,906.8381278879118,1,2008,7,0,1,2,1,4.0,2,1,1,0,1,2,45473
1227,9198,9198,780.0,21,2019,3,0,0,5,2,4.0,0,2,0,0,1,12,45473
1228,1058,1058,1325.0,7,2019,3,0,0,5,1,4.0,0,2,0,0,0,12,45473
1229,14467,14467,906.8381278879118,11,2017,1,1,0,2,1,4.0,0,0,0,1,0,12,45473
1230,11907,11907,906.8381278879118,1,2008,7,0,1,2,3,4.0,2,1,0,0,0,2,45473
1231,18980,18980,906.8381278879118,7,2016,1,1,0,5,2,4.0,0,0,0,0,3,6,45473
1232,1130,1130,906.8381278879118,10,2007,7,1,1,2,3,4.0,2,1,0,0,1,1,45473
1233,8645,8645,765.0,4,2015,1,0,0,2,2,4.0,0,1,0,0,6,12,45473
1234,13332,13332,1017.0,7,2017,1,1,0,5,1,4.0,1,2,0,0,0,12,45473
1235,18912,18912,694.0,1,2014,5,0,1,2,3,4.0,2,1,0,0,0,6,45473
1236,1884,1884,906.8381278879118,7,2016,3,0,2,5,3,6.0,3,2,0,0,3,12,45473
1237,5042,5042,906.8381278879118,7,2017,4,1,0,5,2,4.0,2,0,0,0,1,12,45473
1238,3360,3360,906.8381278879118,9,2011,1,1,0,0,3,6.0,2,0,1,0,1,2,45473
1239,2375,2375,1249.0,15,2017,3,0,0,5,2,4.0,1,2,0,0,0,4,45445
1240,13356,13356,765.0,9,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,45445
1241,15276,15276,1327.0,11,2018,0,0,1,5,2,4.0,1,2,0,0,2,4,45436
1242,3777,3777,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,4,4,45436
1243,201,201,1172.0,10,2011,1,0,0,0,3,4.0,1,2,0,0,1,4,45436
1244,16131,16131,1327.0,11,2018,0,0,1,5,2,4.0,1,2,0,0,2,4,45436
1245,8817,8817,639.0,11,2014,1,0,1,5,3,4.0,1,2,0,0,4,4,45436
1246,4456,4456,640.0,11,2013,1,0,1,5,2,4.0,1,2,0,0,1,4,45376
1247,621,621,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,45376
1248,6363,6363,765.0,24,2015,1,0,1,5,3,4.0,1,2,0,0,0,4,45342
1249,5100,5100,765.0,24,2015,1,0,1,5,3,4.0,1,2,0,0,0,4,45342
1250,10819,10819,877.0,11,2017,1,0,1,5,3,4.0,1,2,0,0,1,4,45210
1251,17528,17528,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,45210
1252,5974,5974,877.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,0,4,45210
1253,8688,8688,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,3,4,45210
1254,11099,11099,770.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,45210
1255,4033,4033,1017.0,15,2017,3,0,0,5,2,4.0,1,2,0,0,2,4,45210
1256,14391,14391,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,2,4,45210
1257,1318,1318,877.0,11,2017,1,0,1,5,1,4.0,1,2,0,0,1,4,45210
1258,12031,12031,1399.0,5,2010,1,0,0,0,2,4.0,1,2,0,0,0,4,45210
1259,9548,9548,1017.0,11,2017,3,0,0,5,2,4.0,1,2,0,0,3,4,45204
1260,18686,18686,891.0,12,2016,2,0,0,5,2,4.0,1,2,0,0,4,4,45204
1261,6428,6428,906.8381278879118,11,2014,1,0,1,5,2,4.0,0,0,0,0,2,10,45160
1262,314,314,798.0,1,2015,1,0,1,5,3,4.0,1,0,0,0,1,12,45160
1263,16428,16428,345.0,15,2016,9,0,3,5,2,4.0,3,2,0,0,0,8,45160
1264,13027,13027,889.0,18,2016,1,0,1,5,1,4.0,1,2,0,0,0,4,45160
1265,8043,8043,1017.0,7,2017,1,1,0,5,2,4.0,0,2,0,0,0,12,45160
1266,8976,8976,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,4,4,45138
1267,16236,16236,765.0,24,2015,1,0,1,5,3,4.0,1,2,0,0,4,4,45044
1268,3076,3076,1017.0,11,2017,3,0,0,5,2,4.0,1,2,0,0,1,4,45044
1269,9513,9513,891.0,15,2016,1,0,1,5,2,4.0,1,2,0,0,3,4,45044
1270,16735,16735,765.0,24,2015,1,0,1,5,3,4.0,1,2,0,0,4,4,45044
1271,3720,3720,1017.0,11,2017,3,0,0,5,2,4.0,1,2,0,0,6,4,45044
1272,12133,12133,639.0,11,2014,1,0,1,5,3,4.0,1,2,0,0,3,4,45025
1273,6586,6586,681.0,20,2019,9,1,0,5,0,4.0,3,2,0,0,8,0,45009
1274,4959,4959,2606.0,4,2008,3,0,0,0,3,10.0,0,1,0,0,1,10,45000
1275,12487,12487,891.0,12,2016,3,0,0,5,1,4.0,1,2,0,0,3,4,44943
1276,15250,15250,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,44890
1277,13456,13456,891.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,3,4,44878
1278,18975,18975,639.0,11,2014,1,0,1,5,2,4.0,1,2,0,0,1,4,44878
1279,17787,17787,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,2,4,44878
1280,11735,11735,930.0,11,2018,1,0,1,5,2,4.0,1,2,0,0,1,4,44875
1281,7965,7965,891.0,15,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,44865
1282,8293,8293,891.0,12,2016,3,0,0,5,2,4.0,1,2,0,0,0,4,44862
1283,9522,9522,697.0,12,2015,2,0,0,5,2,4.0,1,2,0,0,8,4,44849
1284,11207,11207,1172.0,5,2011,1,0,2,0,3,6.0,1,0,0,0,1,12,44846
1285,18633,18633,1172.0,5,2011,1,0,2,0,2,6.0,1,0,0,0,2,12,44846
1286,8847,8847,1110.0,11,2017,1,0,1,5,1,4.0,1,2,0,0,4,4,44846
1287,7404,7404,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44843
1288,15285,15285,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44843
1289,11506,11506,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,1,4,44843
1290,10445,10445,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,1,4,44843
1291,19056,19056,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44843
1292,4884,4884,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44843
1293,11908,11908,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,44790
1294,8554,8554,1091.0,15,2016,3,0,0,5,3,4.0,1,2,0,0,0,4,44752
1295,112,112,1091.0,11,2016,0,0,1,5,2,4.0,1,2,0,0,3,4,44752
1296,11284,11284,880.0,24,2018,1,0,0,5,1,4.0,1,2,0,0,8,4,44752
1297,2869,2869,639.0,24,2014,1,0,1,5,2,4.0,1,2,0,0,1,4,44752
1298,9881,9881,880.0,24,2018,1,0,1,5,2,4.0,1,2,0,0,3,4,44752
1299,8329,8329,971.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,2,4,44724
1300,12434,12434,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,44711
1301,873,873,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,44711
1302,12492,12492,690.0,12,2016,3,0,0,5,2,4.0,1,2,0,0,0,4,44611
1303,19089,19089,891.0,12,2016,3,0,0,5,2,4.0,1,2,0,0,2,4,44611
1304,1182,1182,891.0,11,2016,3,0,0,5,2,4.0,1,2,0,0,3,4,44608
1305,792,792,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,44558
1306,14386,14386,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,44545
1307,14819,14819,1017.0,11,2017,1,0,1,5,3,4.0,1,2,0,0,2,4,44545
1308,7409,7409,877.0,11,2017,1,0,1,5,3,4.0,1,2,0,0,1,4,44545
1309,8024,8024,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,44545
1310,17698,17698,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,2,4,44542
1311,6204,6204,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,2,4,44542
1312,3909,3909,765.0,11,2015,1,0,1,5,2,4.0,1,2,0,0,4,4,44542
1313,7212,7212,1413.0,11,2016,3,0,0,0,2,4.0,1,2,0,0,3,4,44533
1314,11663,11663,1413.0,11,2016,3,0,0,0,2,4.0,1,2,0,0,3,4,44533
1315,1358,1358,906.8381278879118,7,2017,1,1,0,5,2,8.0,0,2,0,0,4,0,44533
1316,17691,17691,906.8381278879118,10,2015,2,0,0,2,2,4.0,0,1,1,0,2,8,44533
1317,5069,5069,906.8381278879118,22,2017,3,0,0,5,2,4.0,0,2,0,0,0,12,44533
1318,18632,18632,1292.0,4,2016,2,0,0,5,2,6.0,1,1,1,0,4,12,44533
1319,15327,15327,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,44523
1320,10981,10981,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44517
1321,15975,15975,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44517
1322,9999,9999,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,1,4,44517
1323,2835,2835,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,3,4,44517
1324,13263,13263,1249.0,11,2017,0,0,1,5,2,4.0,1,2,0,0,3,4,44517
1325,9970,9970,1277.0,13,2018,1,0,0,5,1,4.0,0,0,0,0,0,12,44500
1326,14666,14666,730.0,24,2016,1,0,0,5,2,4.0,1,2,0,0,4,4,44457
1327,16134,16134,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,4,4,44247
1328,632,632,1091.0,11,2016,0,0,1,5,2,4.0,1,2,0,0,3,4,44247
1329,16065,16065,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,44247
1330,13219,13219,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,44247
1331,10205,10205,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,44247
1332,575,575,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,44247
1333,5651,5651,1091.0,11,2016,0,0,1,5,2,4.0,1,2,0,0,3,4,44247
1334,12011,12011,800.0,10,2011,2,0,0,5,2,4.0,1,2,0,0,8,4,44228
1335,13025,13025,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,1,4,44219
1336,176,176,891.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,8,4,44213
1337,8940,8940,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,44213
1338,15565,15565,730.0,24,2016,1,0,0,5,1,4.0,1,2,0,0,1,4,44166
1339,6823,6823,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,44166
1340,2110,2110,971.0,24,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,44166
1341,12957,12957,880.0,24,2018,1,0,1,5,2,4.0,1,2,0,0,0,4,44134
1342,13677,13677,900.0,11,2015,3,0,0,5,3,4.0,1,2,0,0,3,4,44134
1343,1226,1226,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,4,4,44134
1344,5311,5311,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,8,4,44134
1345,13952,13952,640.0,24,2013,1,0,1,5,2,4.0,1,2,0,0,0,4,44134
1346,7813,7813,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,9,4,44134
1347,561,561,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,44134
1348,13063,13063,640.0,24,2013,1,0,1,5,2,4.0,1,2,0,0,0,4,44134
1349,6791,6791,891.0,11,2016,3,0,0,5,2,4.0,1,2,0,0,0,4,44134
1350,6537,6537,697.0,12,2015,3,0,0,5,2,4.0,1,2,0,0,2,4,44047
1351,12331,12331,900.0,9,2015,1,0,0,5,2,4.0,1,2,0,0,1,4,44043
1352,10181,10181,880.0,24,2018,1,0,0,5,1,4.0,1,2,0,0,4,4,44003
1353,7420,7420,906.8381278879118,1,2009,3,0,1,2,3,6.0,0,0,0,0,0,12,44000
1354,2673,2673,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,3,4,43952
1355,16509,16509,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,3,4,43952
1356,18812,18812,831.0,24,2017,1,0,0,5,2,4.0,1,2,0,0,1,4,43952
1357,72,72,1249.0,11,2017,0,0,1,5,3,4.0,1,2,0,0,3,4,43952
1358,16573,16573,880.0,24,2018,1,0,1,5,2,4.0,1,2,0,0,1,4,43952
1359,13866,13866,906.8381278879118,4,2011,1,0,1,5,3,6.0,0,0,0,0,0,12,43905
1360,12671,12671,917.0,4,2013,3,0,0,2,3,6.0,0,1,0,0,1,10,43905
1361,11435,11435,1104.0,4,2015,3,0,0,2,0,6.0,0,1,0,0,1,16,43905
1362,1387,1387,919.0,1,2012,1,0,1,5,3,6.0,1,0,0,0,4,8,43905
1363,4621,4621,906.8381278879118,1,1994,1,0,0,0,3,6.0,1,0,0,0,0,0,43905
1364,6842,6842,906.8381278879118,4,2010,9,0,1,2,3,6.0,1,0,0,0,2,12,43905
1365,10345,10345,906.8381278879118,4,2013,3,0,0,3,2,8.0,0,1,0,0,0,12,43905
1366,16250,16250,1202.0,11,2017,1,1,0,5,2,4.0,0,0,0,0,0,12,43905
1367,13108,13108,906.8381278879118,4,2009,0,0,0,3,3,8.0,0,0,0,0,4,12,43905
1368,6210,6210,639.0,1,2014,3,0,0,2,2,4.0,0,0,0,0,1,10,43905
1369,807,807,1091.0,7,2016,1,1,0,5,2,4.0,0,0,0,0,1,8,43905
1370,15113,15113,1249.0,7,2017,1,1,0,5,1,4.0,0,0,0,0,1,16,43905
1371,18476,18476,394.0,7,2014,3,0,2,5,2,4.0,1,2,0,0,3,12,43905
1372,10529,10529,906.8381278879118,4,2012,3,0,0,2,0,6.0,0,1,0,0,6,12,43905
1373,11812,11812,1533.0,9,2016,1,1,0,0,2,6.0,1,0,0,0,3,0,43905
1374,2462,2462,906.8381278879118,7,2018,1,1,0,5,1,4.0,0,2,0,0,14,12,43905
1375,16757,16757,906.8381278879118,1,2010,5,1,1,2,3,4.0,2,1,0,0,12,8,43905
1376,1524,1524,906.8381278879118,1,2009,1,0,0,0,3,6.0,1,0,0,0,0,6,43905
1377,10401,10401,906.8381278879118,5,2008,3,0,0,0,3,8.0,0,1,0,0,3,12,43905
1378,17763,17763,1249.0,7,2017,1,1,0,5,2,4.0,1,0,0,0,2,12,43905
1379,11615,11615,1011.0,10,2016,2,1,0,2,2,4.0,0,1,1,0,4,8,43905
1380,12408,12408,906.8381278879118,1,2010,2,0,0,0,2,6.0,0,1,1,0,0,12,43905
1381,4997,4997,906.8381278879118,4,2013,3,0,1,2,2,4.0,0,1,0,0,3,8,43905
1382,11262,11262,906.8381278879118,4,2015,1,0,1,2,3,4.0,0,0,0,0,4,12,43902
1383,15099,15099,900.0,9,2015,1,0,0,5,2,4.0,1,2,0,0,1,4,43880
1384,9829,9829,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,0,4,43880
1385,8769,8769,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,1,4,43880
1386,172,172,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,2,4,43880
1387,6232,6232,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,43880
1388,9130,9130,730.0,24,2016,1,0,0,5,2,4.0,1,2,0,0,0,4,43868
1389,5706,5706,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,0,4,43868
1390,7545,7545,730.0,24,2016,1,0,0,5,2,4.0,1,2,0,0,4,4,43868
1391,18623,18623,730.0,24,2016,1,0,0,5,1,4.0,1,2,0,0,4,4,43868
1392,4358,4358,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,43868
1393,15908,15908,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,43868
1394,8835,8835,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,4,4,43868
1395,1782,1782,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,4,4,43868
1396,3602,3602,880.0,24,2018,1,0,1,5,3,4.0,1,2,0,0,4,4,43868
1397,18759,18759,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,43868
1398,1201,1201,765.0,24,2015,1,0,1,5,2,4.0,1,2,0,0,0,4,43868
1399,9974,9974,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,43868
1400,3301,3301,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,43868
1401,9776,9776,879.0,24,2019,1,0,1,5,2,4.0,1,2,0,0,4,4,43868
1402,7405,7405,640.0,11,2013,1,0,1,5,3,4.0,1,2,0,0,6,4,43815
1403,15972,15972,930.0,11,2018,1,0,1,5,2,4.0,1,2,0,0,2,4,43714
1404,18593,18593,1249.0,11,2017,0,0,1,5,2,4.0,1,2,0,0,2,4,43655
1405,18706,18706,1249.0,11,2017,0,0,1,5,2,4.0,1,2,0,0,2,4,43655
1406,12870,12870,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,0,4,43655
1407,5935,5935,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,2,4,43655
1408,8924,8924,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,0,4,43655
1409,13682,13682,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,2,4,43655
1410,11573,11573,770.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,43626
1411,15581,15581,906.8381278879118,7,2015,3,0,2,5,2,4.0,1,2,0,0,0,12,43592
1412,7343,7343,906.8381278879118,15,2016,9,0,3,5,2,4.0,1,2,0,0,2,12,43592
1413,15869,15869,906.8381278879118,30,2018,1,0,0,5,2,4.0,0,0,0,0,3,12,43592
1414,1223,1223,906.8381278879118,4,2009,3,0,0,2,3,6.0,0,0,0,0,0,12,43592
1415,10498,10498,1249.0,7,2017,1,1,0,5,1,6.0,0,0,0,0,3,6,43592
1416,3423,3423,765.0,11,2015,1,0,0,2,2,4.0,0,0,0,0,0,12,43592
1417,463,463,1714.0,1,2017,1,0,0,0,2,6.0,1,1,0,0,0,0,43592
1418,10349,10349,1714.0,1,2017,1,0,0,0,2,6.0,1,1,0,0,0,0,43592
1419,10416,10416,906.8381278879118,4,2012,3,0,0,2,2,6.0,0,1,0,0,1,8,43592
1420,297,297,1091.0,11,2016,0,0,1,5,2,4.0,1,2,0,0,2,4,43576
1421,7740,7740,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,43576
1422,16468,16468,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,8,4,43576
1423,9656,9656,831.0,24,2017,1,0,0,5,2,4.0,1,2,0,0,1,4,43576
1424,10107,10107,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,8,4,43576
1425,6712,6712,639.0,24,2014,1,0,1,5,2,4.0,1,2,0,0,0,4,43576
1426,1029,1029,730.0,24,2016,1,0,1,5,2,4.0,1,2,0,0,1,4,43576
1427,5861,5861,833.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,43548
1428,8959,8959,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,43548
1429,12465,12465,584.0,12,2014,3,0,0,5,2,4.0,1,2,0,0,1,4,43548
1430,8981,8981,891.0,11,2016,3,0,0,5,2,4.0,1,2,0,0,0,4,43545
1431,16558,16558,697.0,12,2015,3,0,0,5,2,4.0,1,2,0,0,1,4,43545
1432,3296,3296,906.8381278879118,4,2012,1,0,1,3,3,6.0,1,0,0,0,0,12,43435
1433,11477,11477,971.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,2,4,43416
1434,4265,4265,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,3,4,43394
1435,9510,9510,1055.0,10,2013,1,0,0,0,3,4.0,1,2,0,0,2,4,43360
1436,10834,10834,1514.0,5,2011,3,0,0,0,2,4.0,1,2,0,0,0,4,43360
1437,4473,4473,1317.0,9,2009,1,0,1,5,3,4.0,1,2,0,0,2,4,43360
1438,11754,11754,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,4,4,43281
1439,18090,18090,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,1,4,43281
1440,9511,9511,906.8381278879118,1,2014,5,1,1,2,3,4.0,0,1,0,0,1,6,43278
1441,15995,15995,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1442,8553,8553,1091.0,7,2016,1,1,0,5,2,4.0,1,0,0,0,7,0,43278
1443,1631,1631,906.8381278879118,28,2014,9,0,0,2,2,4.0,0,2,0,0,4,12,43278
1444,11879,11879,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1445,4972,4972,917.0,4,2013,1,0,0,2,2,6.0,0,0,0,0,4,12,43278
1446,2233,2233,906.8381278879118,4,2012,1,0,0,0,2,8.0,1,0,0,0,4,12,43278
1447,274,274,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1448,13264,13264,906.8381278879118,1,2011,3,0,1,3,3,6.0,0,1,0,0,0,12,43278
1449,19000,19000,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1450,5122,5122,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1451,12902,12902,906.8381278879118,10,2016,2,1,0,2,3,4.0,2,1,1,0,8,6,43278
1452,10221,10221,1514.0,5,2011,1,0,0,0,3,8.0,1,0,0,0,1,0,43278
1453,6967,6967,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,43216
1454,10064,10064,1079.0,11,2018,3,0,0,5,2,4.0,1,2,0,0,3,4,43143
1455,7766,7766,1018.0,9,2011,1,0,1,5,3,4.0,1,2,0,0,2,4,43134
1456,14921,14921,831.0,24,2017,1,0,1,5,2,4.0,1,2,0,0,1,4,43134
1457,10544,10544,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,0,4,43128
1458,17484,17484,639.0,11,2014,1,0,1,5,3,4.0,1,2,0,0,3,4,43062
1459,18087,18087,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,43062
1460,13835,13835,765.0,11,2015,1,0,1,5,3,4.0,1,2,0,0,1,4,43062
1461,18927,18927,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,1,4,43049
1462,14964,14964,906.8381278879118,14,2011,1,0,1,5,3,6.0,0,0,0,0,3,12,43000
1463,13119,13119,906.8381278879118,4,2014,3,1,0,2,2,4.0,0,1,0,0,14,0,43000
1464,3546,3546,1017.0,11,2017,3,0,0,5,1,4.0,1,2,0,0,0,4,42987
1465,910,910,765.0,11,2015,3,0,0,5,2,4.0,1,2,0,0,0,4,42987
1466,3404,3404,831.0,24,2017,1,0,0,5,2,4.0,1,2,0,0,1,4,42987
1467,15714,15714,639.0,24,2014,1,0,1,5,3,4.0,1,2,0,0,1,4,42987
1468,5244,5244,1017.0,11,2017,3,0,0,5,2,4.0,1,2,0,0,0,4,42987
1469,12538,12538,1946.0,1,2017,1,0,0,0,2,8.0,1,0,0,0,1,12,42965
1470,9716,9716,642.0,10,2012,1,0,0,2,2,4.0,1,2,0,0,1,10,42965
1471,18468,18468,1356.0,1,2014,1,0,0,0,3,8.0,1,0,0,0,0,12,42965
1472,13922,13922,1356.0,1,2014,1,0,0,0,3,8.0,1,0,0,0,2,12,42965
1473,3939,3939,779.0,7,2013,3,0,2,5,2,5.0,0,2,0,0,7,10,42965
1474,11457,11457,784.0,7,2017,9,0,0,5,2,4.0,1,2,0,0,0,4,42933
1475,19175,19175,900.0,9,2015,1,0,0,5,2,4.0,1,2,0,0,1,4,42883
1476,17274,17274,770.0,11,2016,1,0,1,5,2,4.0,1,2,0,0,0,4,42883
1477,18601,18601,749.0,12,2014,2,0,0,5,2,4.0,1,2,0,0,8,4,42880
1478,6108,6108,765.0,15,2015,1,0,1,5,1,4.0,1,2,0,0,1,4,42845
1479,2834,2834,1327.0,7,2018,3,0,0,5,1,4.0,1,2,0,0,0,8,42808
1480,4833,4833,833.0,8,2015,3,0,1,5,3,4.0,1,2,0,0,0,4,42786
1481,1114,1114,1091.0,11,2016,0,0,1,5,3,4.0,1,2,0,0,0,4,42764
1482,9135,9135,696.0,11,2013,1,0,1,5,3,4.0,1,2,0,0,3,4,42764
1483,6544,6544,891.0,11,2016,1,0,1,5,3,4.0,1,2,0,0,4,4,42717
1484,4168,4168,1017.0,11,2017,1,0,1,5,3,4.0,1,2,0,0,3,4,42717
1485,5596,5596,1017.0,11,2017,1,0,1,5,2,4.0,1,2,0,0,4,4,42717
1486,9521,9521,640.0,11,2013,1,0,1,5,3,4.0,1,2,0,0,2,4,42692
1487,6171,6171,640.0,24,2013,1,0,1,5,3,4.0,1,2,0,0,1,4,42692
1488,3714,3714,831.0,24,2017,1,0,1,5,1,4.0,1,2,0,0,1,4,42692
1489,8582,8582,640.0,24,2013,1,0,1,5,2,4.0,1,2,0,0,1,4,42692
1490,2829,2829,640.0,24,2013,1,0,1,5,3,4.0,1,2,0,0,1,4,42692
1491,13478,13478,730.0,24,2016,1,0,0,5,2,4.0,1,2,0,0,0,4,42692
