,Unnamed: 0,ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
15250,15250,45732156,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44890
13456,13456,45804085,891.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44878
18975,18975,45802579,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44878
17787,17787,45804090,1017.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44878
11735,11735,45804923,930.0,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44875
7965,7965,45809174,891.0,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44865
8293,8293,45809847,891.0,HONDA,Civic,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44862
9522,9522,45809670,697.0,HONDA,Civic,2015,Coupe,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,44849
11207,11207,45525050,1172.0,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,White,12,44846
18633,18633,45641622,1172.0,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,> 3 & <= 5 No turbo,30km to 100km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,44846
8847,8847,45802538,1110.0,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44846
7404,7404,45797470,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44843
15285,15285,45797463,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44843
11506,11506,45797466,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44843
10445,10445,45802287,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44843
19056,19056,45802290,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44843
4884,4884,45731518,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44843
11908,11908,45732153,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44790
8554,8554,45810099,1091.0,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,44752
112,112,45731735,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44752
11284,11284,45730512,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Red,4,44752
2869,2869,45729853,639.0,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44752
9881,9881,45730501,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44752
8329,8329,45732154,971.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44724
12434,12434,45802910,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,44711
873,873,45802910,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,44711
12492,12492,45809594,690.0,HONDA,Civic,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44611
19089,19089,45810098,891.0,HONDA,Civic,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44611
1182,1182,45733460,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44608
792,792,45732151,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,44558
14386,14386,45804249,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44545
14819,14819,45803078,1017.0,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44545
7409,7409,45804281,877.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44545
8024,8024,45804276,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44545
17698,17698,45797460,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44542
6204,6204,45802285,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44542
3909,3909,45732128,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44542
7212,7212,45797240,1413.0,HYUNDAI,Genesis,2016,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44533
11663,11663,45730976,1413.0,HYUNDAI,Genesis,2016,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44533
1358,1358,45780222,906.8381278879118,TOYOTA,CHR,2017,Jeep,No,Petrol,<= 3 No turbo,30km to 100km,8.0,Tiptronic,Front,04-May,Left wheel,Blue,0,44533
17691,17691,45788788,906.8381278879118,FORD,Mustang,2015,Coupe,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Silver,8,44533
5069,5069,45791600,906.8381278879118,MAZDA,Mazda 6,2017,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,44533
18632,18632,45813681,1292.0,BMW,M4,2016,Coupe,Yes,Petrol,<= 3 No turbo,30km to 100km,6.0,Automatic,Rear,02-Mar,Left wheel,Blue,12,44533
15327,15327,45732152,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44523
10981,10981,45797455,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44517
15975,15975,45802284,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44517
9999,9999,45803838,1017.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44517
2835,2835,45731513,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44517
13263,13263,45796759,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44517
9970,9970,45490565,1277.0,MITSUBISHI,Outlander,2018,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,44500
14666,14666,45730496,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44457
16134,16134,45802789,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44247
632,632,45802296,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44247
16065,16065,45732136,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44247
13219,13219,45732134,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44247
10205,10205,45802887,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44247
575,575,45802888,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44247
5651,5651,45731537,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44247
12011,12011,45809121,800.0,FORD,Mustang,2011,Coupe,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,44228
13025,13025,45730055,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44219
176,176,45802938,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,44213
8940,8940,45804353,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44213
15565,15565,45730821,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,White,4,44166
6823,6823,45730817,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44166
2110,2110,45728567,971.0,SSANGYONG,REXTON,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,44166
12957,12957,45730835,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44134
13677,13677,45733474,900.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,44134
1226,1226,45730842,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44134
5311,5311,45730433,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,44134
13952,13952,45730172,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44134
7813,7813,45729921,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Green,4,44134
561,561,45730838,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44134
13063,13063,45728573,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44134
6791,6791,45733467,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,44134
6537,6537,45809738,697.0,HONDA,Civic,2015,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,44047
12331,12331,45804465,900.0,JEEP,Compass,2015,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,44043
10181,10181,45730647,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,44003
7420,7420,45765939,906.8381278879118,MERCEDES-BENZ,320,2009,Sedan,Yes,Diesel,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,44000
2673,2673,45802294,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,43952
16509,16509,45731532,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,43952
18812,18812,45730038,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43952
72,72,45797480,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,43952
16573,16573,45730029,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43952
13866,13866,45778727,906.8381278879118,BMW,X5,2011,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,43905
12671,12671,45785602,917.0,BMW,535,2013,Sedan,Yes,Petrol,<= 3 turbo,100km and above,6.0,Tiptronic,Rear,04-May,Left wheel,White,10,43905
11435,11435,45794684,1104.0,BMW,535,2015,Sedan,Yes,Petrol,<= 3 turbo,Between 10km,6.0,Tiptronic,Rear,04-May,Left wheel,White,16,43905
1387,1387,45795868,919.0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Blue,8,43905
4621,4621,45758388,906.8381278879118,MERCEDES-BENZ,G 320,1994,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,0,43905
6842,6842,45462026,906.8381278879118,BMW,530 GT,2010,Hatchback,Yes,Diesel,<= 3 turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,43905
10345,10345,45770806,906.8381278879118,BMW,550,2013,Sedan,Yes,Petrol,> 3 & <= 5 turbo,30km to 100km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,12,43905
16250,16250,44995718,1202.0,HYUNDAI,Santa FE sport,2017,Jeep,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,43905
13108,13108,45781385,906.8381278879118,BMW,X5 M,2009,Universal,Yes,Petrol,> 3 & <= 5 turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Blue,12,43905
6210,6210,45797499,639.0,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,White,10,43905
807,807,45816506,1091.0,TOYOTA,RAV 4,2016,Jeep,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,White,8,43905
15113,15113,45763382,1249.0,TOYOTA,RAV 4,2017,Jeep,No,Petrol,<= 3 No turbo,10km to 30km,4.0,Tiptronic,4x4,04-May,Left wheel,White,16,43905
18476,18476,45550302,394.0,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,43905
10529,10529,45816133,906.8381278879118,BMW,535,2012,Sedan,Yes,Petrol,<= 3 turbo,Between 10km,6.0,Tiptronic,Rear,04-May,Left wheel,Brown,12,43905
11812,11812,45794470,1533.0,JEEP,Wrangler sport,2016,Jeep,No,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0,43905
2462,2462,45788535,906.8381278879118,TOYOTA,CHR,2018,Jeep,No,Petrol,<= 3 No turbo,10km to 30km,4.0,Tiptronic,Front,04-May,Left wheel,Sky blue,12,43905
16757,16757,45776481,906.8381278879118,MERCEDES-BENZ,Viano,2010,Minivan,No,Diesel,<= 3 turbo,100km and above,4.0,Manual,Rear,04-May,Left wheel,Golden,8,43905
1524,1524,45798257,906.8381278879118,MERCEDES-BENZ,GL 450,2009,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,6,43905
10401,10401,44123741,906.8381278879118,LEXUS,IS-F,2008,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,43905
17763,17763,45785531,1249.0,TOYOTA,RAV 4,2017,Jeep,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,4x4,04-May,Left wheel,Silver,12,43905
11615,11615,45788610,1011.0,FORD,Mustang,2016,Coupe,No,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,8,43905
12408,12408,45269943,906.8381278879118,MERCEDES-BENZ,E 350,2010,Coupe,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Tiptronic,Rear,02-Mar,Left wheel,Black,12,43905
4997,4997,45789609,906.8381278879118,BMW,328,2013,Sedan,Yes,Diesel,<= 3 turbo,30km to 100km,4.0,Tiptronic,Rear,04-May,Left wheel,Grey,8,43905
11262,11262,45793103,906.8381278879118,BMW,X1,2015,Jeep,Yes,Diesel,<= 3 turbo,100km and above,4.0,Tiptronic,4x4,04-May,Left wheel,Blue,12,43902
15099,15099,45804406,900.0,JEEP,Compass,2015,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43880
9829,9829,45804398,1017.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43880
8769,8769,45804373,1017.0,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43880
172,172,45802937,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43880
6232,6232,45804362,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43880
9130,9130,45730872,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868
5706,5706,45730857,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868
7545,7545,45730862,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
18623,18623,45730845,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
4358,4358,45730714,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868
15908,15908,45730853,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43868
8835,8835,45730716,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
1782,1782,45730849,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
3602,3602,45730720,880.0,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
18759,18759,45730866,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43868
1201,1201,45729971,765.0,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868
9974,9974,45730869,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43868
3301,3301,45730876,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43868
9776,9776,45729967,879.0,SSANGYONG,Actyon,2019,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,4,43868
7405,7405,45732384,640.0,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Brown,4,43815
15972,15972,45804926,930.0,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43714
18593,18593,45797490,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43655
18706,18706,45731546,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43655
12870,12870,45797501,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,43655
5935,5935,45731550,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43655
8924,8924,45802305,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,43655
13682,13682,45797492,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43655
11573,11573,45804991,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,43626
15581,15581,43398221,906.8381278879118,TOYOTA,Avalon,2015,Sedan,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,12,43592
7343,7343,44114616,906.8381278879118,CHEVROLET,Volt,2016,Hatchback,Yes,Plug-in Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,43592
15869,15869,45760280,906.8381278879118,NISSAN,Rogue SPORT,2018,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,12,43592
1223,1223,45783332,906.8381278879118,BMW,X6 M,2009,Sedan,Yes,Petrol,<= 3 turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,43592
10498,10498,45474608,1249.0,TOYOTA,RAV 4,2017,Jeep,No,Petrol,<= 3 No turbo,10km to 30km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6,43592
3423,3423,45671669,765.0,HYUNDAI,Santa FE Ultimate,2015,Jeep,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Tiptronic,4x4,04-May,Left wheel,Black,12,43592
463,463,45654686,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Automatic,Rear,04-May,Left wheel,Black,0,43592
10349,10349,45649049,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,30km to 100km,6.0,Automatic,Rear,04-May,Left wheel,Black,0,43592
10416,10416,44675587,906.8381278879118,BMW,535,2012,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,6.0,Tiptronic,Rear,04-May,Left wheel,White,8,43592
297,297,45731752,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,43576
7740,7740,45730881,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43576
16468,16468,45730527,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,43576
9656,9656,45730884,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43576
10107,10107,45729974,831.0,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,4,43576
6712,6712,45730180,639.0,SSANGYONG,REXTON,2014,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,43576
1029,1029,45730695,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,43576
5861,5861,45802580,833.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,43548
